"source","exePath","kernel_executed","eteProfilerXtime","CC","Kernel Name","traffic","dpAI","spAI","hpAI","dpPerf","spPerf","hpPerf","xtime","Block Size","Grid Size","device","SP_FLOP","DP_FLOP","HP_FLOP","INTOP","intPerf","intAI","targetName","exeArgs","runtime","kernelMangled","kernelName","kernelDemangled","kernelProfiler"
"ace-omp","/workspace/build/bin/omp/ace","normal",14.747582869000013,8.6,"__omp_offloading_51_8e15d1__Z15thermalEquationPA400_A400_dS1_S1_S1_ddddd_l214",121708089910.38,2.234053981273853,0.11986106048569531,0.0,271902442817.5205,14588060726.3465,0.0,25930176.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",378270982.0,7050478197.0,0.0,7484785357.0,288651544709.9163,2.371670978670896,"ace","100","omp","__omp_offloading_51_8e15d1__Z15thermalEquationPA400_A400_dS1_S1_S1_ddddd_l214","__omp_offloading_51_8e15d1__Z15thermalEquationPA400_A400_dS1_S1_S1_ddddd_l214","Z15thermalEquationPA400_A400_dS1_S1_S1_ddddd:l214","__omp_offloading_51_8e15d1__Z15thermalEquationPA400_A400_dS1_S1_S1_ddddd_l214"
"ace-omp","/workspace/build/bin/omp/ace","normal",14.747582869000013,8.6,"__omp_offloading_51_8e15d1__Z19boundaryConditionsUPA400_A400_dd_l230",28809523809.52,0.0,0.0,0.0,0.0,0.0,0.0,553728.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,2243038020.0,4050793927704.5767,140.6060702178634,"ace","100","omp","__omp_offloading_51_8e15d1__Z19boundaryConditionsUPA400_A400_dd_l230","__omp_offloading_51_8e15d1__Z19boundaryConditionsUPA400_A400_dd_l230","Z19boundaryConditionsUPA400_A400_dd:l230","__omp_offloading_51_8e15d1__Z19boundaryConditionsUPA400_A400_dd_l230"
"ace-omp","/workspace/build/bin/omp/ace","normal",14.747582869000013,8.6,"__omp_offloading_51_8e15d1__Z8swapGridPA400_A400_dS1__l261",675240519688.86,0.0,0.0,0.0,0.0,0.0,0.0,3031968.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,1474707600.0,486386267928.94904,0.7203155819989417,"ace","100","omp","__omp_offloading_51_8e15d1__Z8swapGridPA400_A400_dS1__l261","__omp_offloading_51_8e15d1__Z8swapGridPA400_A400_dS1__l261","Z8swapGridPA400_A400_dS1_:l261","__omp_offloading_51_8e15d1__Z8swapGridPA400_A400_dS1__l261"
"ace-omp","/workspace/build/bin/omp/ace","normal",14.747582869000013,8.6,"__omp_offloading_51_8e15d1__Z8swapGridPA400_A400_dS1__l261",673456593366.11,0.0,0.0,0.0,0.0,0.0,0.0,3039904.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,1474707600.0,485116503679.0635,0.7203381902526574,"ace","100","omp","__omp_offloading_51_8e15d1__Z8swapGridPA400_A400_dS1__l261","__omp_offloading_51_8e15d1__Z8swapGridPA400_A400_dS1__l261","Z8swapGridPA400_A400_dS1_:l261","__omp_offloading_51_8e15d1__Z8swapGridPA400_A400_dS1__l261"
"ace-omp","/workspace/build/bin/omp/ace","not profiled",14.747582869000013,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","ace","100","omp","__omp_offloading_51_8e15d1__Z9allenCahnPA400_A400_dS1_S1_S1_S1_S1_dddddddd_l160","__omp_offloading_51_8e15d1__Z9allenCahnPA400_A400_dS1_S1_S1_S1_S1_dddddddd_l160","Z9allenCahnPA400_A400_dS1_S1_S1_S1_S1_dddddddd:l160","__omp_offloading_51_8e15d1__Z9allenCahnPA400_A400_dS1_S1_S1_S1_S1_dddddddd_l160"
"adam-cuda","/workspace/build/bin/cuda/adam","normal",3.320055843999995,8.6,"_Z4adamIffEvPT_S1_S1_PKT0_fffffim10adamMode_tf",1904157857.65,0.0,1069.286802208373,0.0,0.0,2036090866506.5151,0.0,90816.0,"(256, 1, 1)","(40, 1, 1)","NVIDIA GeForce RTX 3080",184909628.0,0.0,0.0,24340720.0,268022374911.9098,140.75638415960285,"adam","10000 200 100","cuda","_Z4adamIffEvPT_S1_S1_PKT0_fffffim10adamMode_tf","void adam<float, float>(T1 *, T1 *, T1 *, const T2 *, float, float, float, float, float, int, unsigned long, adamMode_t, float)","void adam<float, float>(T1 *, T1 *, T1 *, const T2 *, float, float, float, float, float, int, unsigned long, adamMode_t, float)","void adam<float, float>(T1 *, T1 *, T1 *, const T2 *, float, float, float, float, float, int, unsigned long, adamMode_t, float)"
"adam-omp","/workspace/build/bin/omp/adam","normal",3.730108099000006,8.6,"__omp_offloading_51_8e15e8__Z4adamIffEvPT_S1_S1_PKT0_fffffim10adamMode_tf_l25",1602200825.31,0.0,1066.626744527985,0.0,0.0,1708950250380.456,0.0,116320.0,"(256, 1, 1)","(40, 1, 1)","NVIDIA GeForce RTX 3080",198785093.0,0.0,0.0,18600600.0,159908872077.02887,99.80576064557269,"adam","10000 200 100","omp","__omp_offloading_51_8e15e8__Z4adamIffEvPT_S1_S1_PKT0_fffffim10adamMode_tf_l25","__omp_offloading_51_8e15e8__Z4adamIffEvPT_S1_S1_PKT0_fffffim10adamMode_tf_l25","Z4adamIffEvPT_S1_S1_PKT0_fffffim10adamMode_tf:l25","__omp_offloading_51_8e15e8__Z4adamIffEvPT_S1_S1_PKT0_fffffim10adamMode_tf_l25"
"adamw-cuda","/workspace/build/bin/cuda/adamw","normal",6.31212979,8.6,"_Z17fused_4bit_kernelIfLi64EEvPT_PKS0_S1_S1_PaS4_fffffflffffff",428341897233.2,0.0,4.25335125408457,0.0,0.0,1821888545773.7952,0.0,64768.0,"(64, 1, 1)","(15625, 1, 1)","NVIDIA GeForce RTX 3080",118000077.0,0.0,0.0,147894319.0,2283447365983.2017,5.330898940152091,"adamw","1000000 100","cuda","_Z17fused_4bit_kernelIfLi64EEvPT_PKS0_S1_S1_PaS4_fffffflffffff","void fused_4bit_kernel<float, (int)64>(T1 *, const T1 *, T1 *, T1 *, signed char *, signed char *, float, float, float, float, float, float, long, float, float, float, float, float, float)","void fused_4bit_kernel<float, (int)64>(T1 *, const T1 *, T1 *, T1 *, signed char *, signed char *, float, float, float, float, float, float, long, float, float, float, float, float, float)","void fused_4bit_kernel<float, (int)64>(T1 *, const T1 *, T1 *, T1 *, signed char *, signed char *, float, float, float, float, float, float, long, float, float, float, float, float, float)"
"adamw-omp","/workspace/build/bin/omp/adamw","normal",1.4167613709999785,8.6,"__omp_offloading_51_8e1601__Z17fused_4bit_kernelIfLi64EEviiPT_PKS0_S1_S1_PaS4_fffffflffffff_l135",103310558266.87,0.0,3.888672999280815,0.0,0.0,401740978473.00476,0.0,268832.0,"(128, 1, 1)","(15625, 1, 1)","NVIDIA GeForce RTX 3080",108000830.0,0.0,0.0,343046539.0,1276062890578.5027,12.351718081729844,"adamw","1000000 100","omp","__omp_offloading_51_8e1601__Z17fused_4bit_kernelIfLi64EEviiPT_PKS0_S1_S1_PaS4_fffffflffffff_l135","__omp_offloading_51_8e1601__Z17fused_4bit_kernelIfLi64EEviiPT_PKS0_S1_S1_PaS4_fffffflffffff_l135","Z17fused_4bit_kernelIfLi64EEviiPT_PKS0_S1_S1_PaS4_fffffflffffff:l135","__omp_offloading_51_8e1601__Z17fused_4bit_kernelIfLi64EEviiPT_PKS0_S1_S1_PaS4_fffffflffffff_l135"
"addBiasQKV-cuda","/workspace/build/bin/cuda/addBiasQKV","normal",1.832400524000036,8.6,"_Z22FP8TrtAddQKVBiasKernel21FP8TrtAddQKVBiasParamI13__nv_fp8_e4m313__nv_bfloat16E",252213714038.5,0.0,0.0,4.046854362730563,0.0,0.0,1020672168997.1823,147936.0,"(16, 12, 3)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,150994157.0,495452160.0,3349097988319.273,13.278810000823503,"addBiasQKV","","cuda","_Z22FP8TrtAddQKVBiasKernel21FP8TrtAddQKVBiasParamI13__nv_fp8_e4m313__nv_bfloat16E","FP8TrtAddQKVBiasKernel(FP8TrtAddQKVBiasParam<__nv_fp8_e4m3, __nv_bfloat16>)","FP8TrtAddQKVBiasKernel(FP8TrtAddQKVBiasParam<__nv_fp8_e4m3, __nv_bfloat16>)","FP8TrtAddQKVBiasKernel(FP8TrtAddQKVBiasParam<__nv_fp8_e4m3, __nv_bfloat16>)"
"addBiasResidualLayerNorm-cuda","/workspace/build/bin/cuda/addBiasResidualLayerNorm","normal",20.059345000999997,8.6,"_Z28addBiasResidualPostLayerNormI6__halfLi1EEvPT_PKS1_S4_S4_S4_fi",204696864111.5,0.0,5.221136101255089,1.859309384500082,0.0,1068750187026.2599,380594800420.25,27552.0,"(256, 1, 1)","(4096, 1, 1)","NVIDIA GeForce RTX 3080",29446205.0,0.0,10486147.0,19922944.0,723103368176.5388,3.5325571366968216,"addBiasResidualLayerNorm","10000","cuda","_Z28addBiasResidualPostLayerNormI6__halfLi1EEvPT_PKS1_S4_S4_S4_fi","void addBiasResidualPostLayerNorm<__half, (int)1>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void addBiasResidualPostLayerNorm<__half, (int)1>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void addBiasResidualPostLayerNorm<__half, (int)1>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)"
"addBiasResidualLayerNorm-cuda","/workspace/build/bin/cuda/addBiasResidualLayerNorm","normal",20.059345000999997,8.6,"_Z28addBiasResidualPostLayerNormI6__halfLi2EEvPT_PKS1_S4_S4_S4_fi",368000000000.0,0.0,3.143708728266048,1.7425287033620303,0.0,1156884812001.9058,641250562837.2272,32704.0,"(256, 1, 1)","(4096, 1, 1)","NVIDIA GeForce RTX 3080",37834760.0,0.0,20971458.0,35651584.0,1090129158512.72,2.9623074959584783,"addBiasResidualLayerNorm","10000","cuda","_Z28addBiasResidualPostLayerNormI6__halfLi2EEvPT_PKS1_S4_S4_S4_fi","void addBiasResidualPostLayerNorm<__half, (int)2>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void addBiasResidualPostLayerNorm<__half, (int)2>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void addBiasResidualPostLayerNorm<__half, (int)2>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)"
"addBiasResidualLayerNorm-cuda","/workspace/build/bin/cuda/addBiasResidualLayerNorm","normal",20.059345000999997,8.6,"_Z35generalAddBiasResidualPostLayerNormI6__halfEvPT_PKS1_S4_S4_S4_fi",586869763899.47,0.0,2.214770204052137,2.0412153417607413,0.0,1299781666743.6587,1197927565687.102,42016.0,"(256, 1, 1)","(4096, 1, 1)","NVIDIA GeForce RTX 3080",54611626.0,0.0,50332124.0,51511296.0,1225992383853.7698,2.089036544850487,"addBiasResidualLayerNorm","10000","cuda","_Z35generalAddBiasResidualPostLayerNormI6__halfEvPT_PKS1_S4_S4_S4_fi","void generalAddBiasResidualPostLayerNorm<__half>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void generalAddBiasResidualPostLayerNorm<__half>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void generalAddBiasResidualPostLayerNorm<__half>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)"
"addBiasResidualLayerNorm-cuda","/workspace/build/bin/cuda/addBiasResidualLayerNorm","normal",20.059345000999997,8.6,"_Z30addBiasResidualPostLayerNormV2I6__halfEvPT_PKS1_S4_S4_S4_fi",441347043701.8,0.0,0.8514112637001491,1.8131950999326942,0.0,375767844208.4744,800248297009.8844,12448.0,"(32, 1, 1)","(4096, 1, 1)","NVIDIA GeForce RTX 3080",4677558.0,0.0,9961490.0,5111808.0,410652956298.2005,0.9304536241000898,"addBiasResidualLayerNorm","10000","cuda","_Z30addBiasResidualPostLayerNormV2I6__halfEvPT_PKS1_S4_S4_S4_fi","void addBiasResidualPostLayerNormV2<__half>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void addBiasResidualPostLayerNormV2<__half>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void addBiasResidualPostLayerNormV2<__half>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)"
"addBiasResidualLayerNorm-cuda","/workspace/build/bin/cuda/addBiasResidualLayerNorm","timeout",20.059345000999997,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","addBiasResidualLayerNorm","10000","cuda","_Z35generalAddBiasResidualPostLayerNormI13__nv_bfloat16EvPT_PKS1_S4_S4_S4_fi","void generalAddBiasResidualPostLayerNorm<__nv_bfloat16>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void generalAddBiasResidualPostLayerNorm<__nv_bfloat16>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void generalAddBiasResidualPostLayerNorm<__nv_bfloat16>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)"
"addBiasResidualLayerNorm-cuda","/workspace/build/bin/cuda/addBiasResidualLayerNorm","timeout",20.059345000999997,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","addBiasResidualLayerNorm","10000","cuda","_Z28addBiasResidualPostLayerNormI13__nv_bfloat16Li2EEvPT_PKS1_S4_S4_S4_fi","void addBiasResidualPostLayerNorm<__nv_bfloat16, (int)2>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void addBiasResidualPostLayerNorm<__nv_bfloat16, (int)2>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void addBiasResidualPostLayerNorm<__nv_bfloat16, (int)2>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)"
"addBiasResidualLayerNorm-cuda","/workspace/build/bin/cuda/addBiasResidualLayerNorm","timeout",20.059345000999997,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","addBiasResidualLayerNorm","10000","cuda","_Z28addBiasResidualPostLayerNormI13__nv_bfloat16Li1EEvPT_PKS1_S4_S4_S4_fi","void addBiasResidualPostLayerNorm<__nv_bfloat16, (int)1>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void addBiasResidualPostLayerNorm<__nv_bfloat16, (int)1>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void addBiasResidualPostLayerNorm<__nv_bfloat16, (int)1>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)"
"addBiasResidualLayerNorm-cuda","/workspace/build/bin/cuda/addBiasResidualLayerNorm","timeout",20.059345000999997,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","addBiasResidualLayerNorm","10000","cuda","_Z30addBiasResidualPostLayerNormV2I13__nv_bfloat16EvPT_PKS1_S4_S4_S4_fi","void addBiasResidualPostLayerNormV2<__nv_bfloat16>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void addBiasResidualPostLayerNormV2<__nv_bfloat16>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)","void addBiasResidualPostLayerNormV2<__nv_bfloat16>(T1 *, const T1 *, const T1 *, const T1 *, const T1 *, float, int)"
"adjacent-cuda","/workspace/build/bin/cuda/adjacent","normal",20.076347426999973,8.6,"_Z18BlockAdjDiffKernelILi64EEvPKiPib",686253530413.76,0.0,0.0,0.0,0.0,0.0,0.0,1164736.0,"(64, 1, 1)","(390625, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,324609375.0,278697812208.0884,0.4061149412813283,"adjacent","100000000 1000","cuda","_Z18BlockAdjDiffKernelILi64EEvPKiPib","void BlockAdjDiffKernel<(int)64>(const int *, int *, bool)","void BlockAdjDiffKernel<(int)64>(const int *, int *, bool)","void BlockAdjDiffKernel<(int)64>(const int *, int *, bool)"
"adjacent-cuda","/workspace/build/bin/cuda/adjacent","normal",20.076347426999973,8.6,"_Z18BlockAdjDiffKernelILi128EEvPKiPib",686884378437.84,0.0,0.0,0.0,0.0,0.0,0.0,1163520.0,"(128, 1, 1)","(195313, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,324805519.0,279157658656.4906,0.4064114244254183,"adjacent","100000000 1000","cuda","_Z18BlockAdjDiffKernelILi128EEvPKiPib","void BlockAdjDiffKernel<(int)128>(const int *, int *, bool)","void BlockAdjDiffKernel<(int)128>(const int *, int *, bool)","void BlockAdjDiffKernel<(int)128>(const int *, int *, bool)"
"adjacent-cuda","/workspace/build/bin/cuda/adjacent","normal",20.076347426999973,8.6,"_Z18BlockAdjDiffKernelILi256EEvPKiPib",686661534654.83,0.0,0.0,0.0,0.0,0.0,0.0,1163936.0,"(256, 1, 1)","(97657, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,324904839.0,279143216637.3408,0.40652228579784966,"adjacent","100000000 1000","cuda","_Z18BlockAdjDiffKernelILi256EEvPKiPib","void BlockAdjDiffKernel<(int)256>(const int *, int *, bool)","void BlockAdjDiffKernel<(int)256>(const int *, int *, bool)","void BlockAdjDiffKernel<(int)256>(const int *, int *, bool)"
"adjacent-cuda","/workspace/build/bin/cuda/adjacent","normal",20.076347426999973,8.6,"_Z18BlockAdjDiffKernelILi512EEvPKiPib",685542185870.34,0.0,0.0,0.0,0.0,0.0,0.0,1165888.0,"(512, 1, 1)","(48829, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,324956995.0,278720593230.2245,0.4065695721939719,"adjacent","100000000 1000","cuda","_Z18BlockAdjDiffKernelILi512EEvPKiPib","void BlockAdjDiffKernel<(int)512>(const int *, int *, bool)","void BlockAdjDiffKernel<(int)512>(const int *, int *, bool)","void BlockAdjDiffKernel<(int)512>(const int *, int *, bool)"
"adjacent-cuda","/workspace/build/bin/cuda/adjacent","timeout",20.076347426999973,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","adjacent","100000000 1000","cuda","_Z18BlockAdjDiffKernelILi1024EEvPKiPib","void BlockAdjDiffKernel<(int)1024>(const int *, int *, bool)","void BlockAdjDiffKernel<(int)1024>(const int *, int *, bool)","void BlockAdjDiffKernel<(int)1024>(const int *, int *, bool)"
"adjacent-omp","/workspace/build/bin/omp/adjacent","normal",20.065652865999994,8.6,"__omp_offloading_51_8e1630__Z18BlockAdjDiffKernelILi64EEvPKiPibi_l42",643521397797.99,0.0,0.0,0.0,0.0,0.0,0.0,1336960.0,"(128, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,3263396325.0,2440907974060.555,3.793048657609345,"adjacent","100000000 1000","omp","__omp_offloading_51_8e1630__Z18BlockAdjDiffKernelILi64EEvPKiPibi_l42","__omp_offloading_51_8e1630__Z18BlockAdjDiffKernelILi64EEvPKiPibi_l42","Z18BlockAdjDiffKernelILi64EEvPKiPibi:l42","__omp_offloading_51_8e1630__Z18BlockAdjDiffKernelILi64EEvPKiPibi_l42"
"adjacent-omp","/workspace/build/bin/omp/adjacent","normal",20.065652865999994,8.6,"__omp_offloading_51_8e1630__Z18BlockAdjDiffKernelILi128EEvPKiPibi_l42",644419315632.01,0.0,0.0,0.0,0.0,0.0,0.0,1369088.0,"(128, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,2837441333.0,2072504713356.6284,3.2160809942886845,"adjacent","100000000 1000","omp","__omp_offloading_51_8e1630__Z18BlockAdjDiffKernelILi128EEvPKiPibi_l42","__omp_offloading_51_8e1630__Z18BlockAdjDiffKernelILi128EEvPKiPibi_l42","Z18BlockAdjDiffKernelILi128EEvPKiPibi:l42","__omp_offloading_51_8e1630__Z18BlockAdjDiffKernelILi128EEvPKiPibi_l42"
